Employee_ID,Date,Print_Count,Print_Volume_MB,Odd_Hours_Print_Count,Odd_Hours_Print_Volume_MB,Total_Presence_Hours,Odd_Hours_Entry,Foreign_Travel_Count,Travel_To_Hostile_Countries_Count,Country_Of_Origin,Country_Risk_Score,Foreign_Citizenship,Criminal_Record,Medical_Issues,Security_Violations,Disciplinary_Actions,Suspicious_Flag
156,2023-10-05,1.0,2.0,0.4,0.8,8.6,Yes,0,0,UK,2,Yes,No,No,No,No,0
173,2023-10-05,5.3,10.6,1.5,3.0,10.2,Yes,2,1,Russia,8,Yes,Yes,Yes,Yes,Yes,1
184,2023-10-05,0.7,1.4,0.3,0.6,8.1,Yes,1,0,Germany,2,Yes,No,No,No,No,0
194,2023-10-05,2.1,4.2,0.3,0.6,8.0,Yes,1,0,USA,2,Yes,No,No,No,No,0
23,2023-10-06,2.9,5.8,0.0,0.0,8.4,No,0,0,UK,2,Yes,No,No,No,No,0
43,2023-10-06,4.6,9.2,1.0,2.0,9.2,Yes,1,0,Lebanon,8,Yes,Yes,No,Yes,Yes,1
59,2023-10-06,0.2,0.4,0.3,0.6,8.5,Yes,0,0,Japan,2,Yes,No,No,No,No,0
65,2023-10-06,4.0,8.0,0.8,1.6,9.1,Yes,0,1,Syria,9,Yes,Yes,No,Yes,No,1
77,2023-10-06,2.5,5.0,0.2,0.4,8.6,Yes,1,0,Israel,1,Yes,No,Yes,No,No,0
77,2023-10-06,5.5,11.0,1.1,2.2,10.4,Yes,1,0,Syria,9,Yes,No,No,No,No,1
91,2023-10-06,7.6,15.2,3.8,7.6,11.4,Yes,3,2,China,6,Yes,No,No,No,No,1
129,2023-10-06,2.4,4.8,0.4,0.8,8.8,Yes,1,0,UK,2,Yes,No,No,No,No,0
130,2023-10-06,2.9,5.8,0.2,0.4,8.2,Yes,1,0,Italy,2,Yes,No,Yes,No,No,0
138,2023-10-06,2.3,4.6,0.2,0.4,8.8,Yes,0,0,Italy,2,Yes,No,No,No,No,0
146,2023-10-06,1.6,3.2,0.3,0.6,8.1,Yes,0,0,UK,2,No,No,No,No,No,0
152,2023-10-06,2.1,4.2,0.0,0.0,8.9,No,0,0,Israel,1,No,No,No,No,No,0
172,2023-10-06,2.3,4.6,0.0,0.0,8.4,No,1,0,Japan,2,Yes,No,No,No,No,0
186,2023-10-06,1.0,2.0,0.4,0.8,8.4,Yes,0,0,Germany,2,Yes,No,No,No,No,0
44,2023-10-07,0.1,0.2,0.4,0.8,9.0,Yes,1,0,USA,2,Yes,No,No,No,No,0
57,2023-10-07,6.4,12.8,1.4,2.8,10.4,Yes,2,0,China,6,Yes,No,No,No,No,1
57,2023-10-07,1.3,2.6,0.4,0.8,8.0,Yes,0,0,Italy,2,Yes,No,No,No,No,0
67,2023-10-07,0.1,0.2,0.1,0.2,8.7,Yes,0,0,Spain,2,Yes,No,No,No,No,0
96,2023-10-07,2.4,4.8,0.0,0.0,8.8,No,1,0,USA,2,Yes,No,No,No,No,0
115,2023-10-07,1.1,2.2,0.2,0.4,8.6,Yes,1,0,USA,2,Yes,No,No,No,No,0
144,2023-10-07,1.8,3.6,0.4,0.8,9.0,Yes,1,0,Spain,2,Yes,No,No,No,No,0
172,2023-10-07,2.2,4.4,0.4,0.8,8.8,Yes,1,0,UK,2,Yes,No,No,No,No,0
179,2023-10-07,0.2,0.4,0.2,0.4,8.3,Yes,1,0,Israel,1,No,No,No,No,No,0
181,2023-10-07,3.9,7.8,0.8,1.6,9.4,Yes,0,0,Russia,8,Yes,Yes,No,No,No,1
196,2023-10-07,0.5,1.0,0.2,0.4,8.2,Yes,1,0,Spain,2,Yes,No,No,No,No,0
17,2023-10-08,0.9,1.8,0.0,0.0,8.4,No,0,0,France,2,Yes,No,No,No,No,0
39,2023-10-08,0.8,1.6,0.1,0.2,8.6,Yes,1,0,UK,2,Yes,No,No,No,No,0
45,2023-10-08,2.9,5.8,0.3,0.6,8.1,Yes,1,0,USA,2,Yes,No,No,No,No,0
60,2023-10-08,1.2,2.4,0.1,0.2,8.7,Yes,0,0,France,2,Yes,No,No,No,No,0
61,2023-10-08,0.5,1.0,0.1,0.2,8.3,Yes,1,0,Italy,2,Yes,No,No,No,No,0
80,2023-10-08,0.0,0.0,0.3,0.6,8.3,Yes,1,0,USA,2,No,No,No,No,No,0
96,2023-10-08,2.4,4.8,0.2,0.4,8.2,Yes,0,0,USA,2,Yes,No,No,No,No,0
116,2023-10-08,0.2,0.4,0.4,0.8,8.6,Yes,0,0,Spain,2,Yes,No,No,No,No,0
125,2023-10-08,1.0,2.0,0.4,0.8,8.1,Yes,1,0,Japan,2,Yes,No,No,No,No,0
158,2023-10-08,0.1,0.2,0.3,0.6,8.4,Yes,1,0,Italy,2,Yes,No,No,No,No,0
164,2023-10-08,0.9,1.8,0.4,0.8,8.3,Yes,1,0,Germany,2,Yes,No,Yes,No,No,0
190,2023-10-08,1.1,2.2,0.2,0.4,8.8,Yes,1,0,Israel,1,No,No,No,No,No,0
190,2023-10-08,1.9,3.8,0.2,0.4,8.6,Yes,1,0,Spain,2,Yes,No,No,No,No,0
200,2023-10-08,0.8,1.6,0.2,0.4,8.9,Yes,1,0,Germany,2,Yes,No,No,No,No,0
9,2023-10-09,2.2,4.4,0.4,0.8,8.6,Yes,0,0,Spain,2,No,No,No,No,No,0
69,2023-10-09,2.2,4.4,0.2,0.4,8.8,Yes,1,0,Israel,1,No,No,No,No,No,0
98,2023-10-09,2.6,5.2,0.4,0.8,8.7,Yes,0,0,France,2,Yes,No,No,No,No,0
119,2023-10-09,2.4,4.8,0.4,0.8,8.4,Yes,1,0,USA,2,Yes,No,No,No,No,0
124,2023-10-09,0.5,1.0,0.4,0.8,8.1,Yes,1,0,France,2,Yes,No,No,No,No,0
161,2023-10-09,0.6,1.2,0.4,0.8,8.2,Yes,1,0,Japan,2,Yes,No,Yes,No,No,0
10,2023-10-10,1.5,3.0,0.4,0.8,8.5,Yes,1,0,France,2,Yes,No,No,No,No,0
11,2023-10-10,1.4,2.8,0.0,0.0,8.4,No,0,0,Israel,1,Yes,No,No,No,No,0
20,2023-10-10,0.9,1.8,0.2,0.4,8.1,Yes,0,0,Italy,2,Yes,No,No,No,No,0
33,2023-10-10,0.5,1.0,0.5,1.0,9.0,Yes,1,0,Japan,2,Yes,No,No,No,No,0
37,2023-10-10,2.7,5.4,0.4,0.8,9.0,Yes,0,0,Italy,2,Yes,No,No,No,No,0
38,2023-10-10,1.6,3.2,0.4,0.8,8.3,Yes,0,0,France,2,Yes,No,No,No,No,0
46,2023-10-10,2.7,5.4,0.0,0.0,8.0,No,1,0,Italy,2,Yes,No,No,No,No,0
61,2023-10-10,1.4,2.8,0.1,0.2,8.2,Yes,1,0,Spain,2,Yes,No,No,No,No,0
69,2023-10-10,2.7,5.4,0.4,0.8,8.6,Yes,0,0,Germany,2,Yes,No,No,No,No,0
72,2023-10-10,2.5,5.0,0.1,0.2,8.1,Yes,0,0,Israel,1,Yes,No,No,No,No,0
78,2023-10-10,2.5,5.0,0.1,0.2,8.9,Yes,0,0,Italy,2,Yes,No,Yes,No,No,0
85,2023-10-10,0.6,1.2,0.2,0.4,9.0,Yes,0,0,Germany,2,No,No,No,No,No,0
92,2023-10-10,2.0,4.0,0.0,0.0,8.4,No,0,0,UK,2,Yes,No,No,No,No,0
108,2023-10-10,0.1,0.2,0.1,0.2,8.7,Yes,1,0,France,2,No,No,Yes,No,No,0
117,2023-10-10,2.6,5.2,0.1,0.2,8.5,Yes,0,0,France,2,Yes,No,No,No,No,0
133,2023-10-10,0.1,0.2,0.3,0.6,8.4,Yes,0,0,USA,2,Yes,No,No,No,No,0
140,2023-10-10,2.6,5.2,0.2,0.4,8.2,Yes,1,0,Japan,2,Yes,No,No,No,No,0
175,2023-10-10,0.5,1.0,0.5,1.0,8.5,Yes,1,0,Spain,2,Yes,No,No,No,No,0
200,2023-10-10,3.0,6.0,0.2,0.4,8.5,Yes,0,0,Israel,1,No,No,No,No,No,0
2,2023-10-11,1.3,2.6,0.0,0.0,8.3,No,0,0,Japan,2,Yes,No,No,No,No,0
133,2023-10-11,1.2,2.4,0.2,0.4,8.6,Yes,0,0,Italy,2,No,No,Yes,No,No,0
140,2023-10-11,0.8,1.6,0.1,0.2,9.0,Yes,0,0,Japan,2,Yes,No,No,No,No,0
158,2023-10-11,0.6,1.2,0.1,0.2,8.2,Yes,1,0,Japan,2,Yes,No,No,No,No,0
176,2023-10-11,1.7,3.4,0.0,0.0,8.8,No,1,0,Germany,2,No,No,No,No,No,0
19,2023-10-12,2.2,4.4,0.3,0.6,8.8,Yes,0,0,UK,2,Yes,No,No,No,No,0
19,2023-10-12,1.6,3.2,0.3,0.6,8.8,Yes,1,0,Spain,2,Yes,No,Yes,No,No,0
49,2023-10-12,5.6,11.2,1.0,2.0,9.7,Yes,1,0,Iran,9,No,No,No,No,No,1
49,2023-10-12,2.6,5.2,0.4,0.8,8.4,Yes,1,0,Spain,2,Yes,No,No,No,No,0
115,2023-10-12,1.0,2.0,0.4,0.8,8.2,Yes,1,0,Italy,2,Yes,No,Yes,No,No,0
115,2023-10-12,1.1,2.2,0.1,0.2,8.6,Yes,0,0,Italy,2,Yes,No,No,No,No,0
127,2023-10-12,2.9,5.8,0.1,0.2,8.7,Yes,0,0,Israel,1,No,No,No,No,No,0
156,2023-10-12,2.9,5.8,0.0,0.0,8.1,No,1,0,France,2,Yes,No,No,No,No,0
157,2023-10-12,1.6,3.2,0.4,0.8,8.1,Yes,1,0,Israel,1,No,No,No,No,No,0
176,2023-10-12,0.9,1.8,0.1,0.2,8.3,Yes,1,0,Spain,2,Yes,No,No,No,No,0
5,2023-10-13,2.0,4.0,0.1,0.2,8.1,Yes,0,0,Israel,1,No,No,No,No,No,0
18,2023-10-13,0.2,0.4,0.4,0.8,8.2,Yes,1,0,Italy,2,Yes,No,No,No,No,0
20,2023-10-13,1.1,2.2,0.1,0.2,9.0,Yes,0,0,USA,2,Yes,No,No,No,No,0
32,2023-10-13,1.9,3.8,0.4,0.8,8.7,Yes,0,0,USA,2,Yes,No,No,No,No,0
55,2023-10-13,0.2,0.4,0.4,0.8,8.5,Yes,1,0,Italy,2,Yes,No,No,No,No,0
69,2023-10-13,1.9,3.8,0.2,0.4,8.0,Yes,0,0,Spain,2,Yes,No,No,No,No,0
90,2023-10-13,0.7,1.4,0.1,0.2,8.9,Yes,0,0,UK,2,Yes,No,No,No,No,0
128,2023-10-13,1.5,3.0,0.3,0.6,8.8,Yes,0,0,USA,2,Yes,No,Yes,No,No,0
137,2023-10-13,4.2,8.4,1.0,2.0,9.2,Yes,0,1,North Korea,10,Yes,No,No,Yes,No,1
140,2023-10-13,0.1,0.2,0.2,0.4,8.5,Yes,0,0,Japan,2,Yes,No,No,No,No,0
140,2023-10-13,2.6,5.2,0.2,0.4,8.3,Yes,1,0,France,2,Yes,No,No,No,No,0
147,2023-10-13,3.0,6.0,0.1,0.2,8.1,Yes,1,0,Israel,1,Yes,No,No,No,No,0
150,2023-10-13,2.8,5.6,0.4,0.8,8.8,Yes,1,0,UK,2,No,No,No,No,No,0
160,2023-10-13,1.1,2.2,0.0,0.0,8.8,No,1,0,Japan,2,Yes,No,No,No,No,0
171,2023-10-13,0.1,0.2,0.5,1.0,8.5,Yes,0,0,Japan,2,Yes,No,No,No,No,0
184,2023-10-13,2.0,4.0,0.5,1.0,8.7,Yes,1,0,France,2,Yes,No,No,No,No,0
194,2023-10-13,1.8,3.6,0.0,0.0,8.7,No,1,0,Germany,2,Yes,No,No,No,No,0
194,2023-10-13,2.9,5.8,0.2,0.4,8.4,Yes,1,0,Japan,2,Yes,No,No,No,No,0
198,2023-10-13,0.5,1.0,0.0,0.0,8.1,No,1,0,Italy,2,No,No,No,No,No,0
200,2023-10-13,2.9,5.8,0.4,0.8,8.7,Yes,1,0,Germany,2,Yes,No,No,No,No,0
3,2023-10-14,1.2,2.4,0.5,1.0,8.0,Yes,1,0,Spain,2,No,No,No,No,No,0
13,2023-10-14,1.0,2.0,0.2,0.4,8.5,Yes,1,0,USA,2,Yes,No,No,No,No,0
21,2023-10-14,0.2,0.4,0.5,1.0,8.2,Yes,1,0,UK,2,No,No,No,No,No,0
22,2023-10-14,1.0,2.0,0.0,0.0,9.0,No,0,0,Germany,2,Yes,No,No,No,No,0
38,2023-10-14,0.2,0.4,0.3,0.6,8.6,Yes,1,0,USA,2,Yes,No,No,No,No,0
42,2023-10-14,0.3,0.6,0.3,0.6,8.0,Yes,0,0,Spain,2,Yes,No,Yes,No,No,0
42,2023-10-14,0.4,0.8,0.5,1.0,8.3,Yes,0,0,Germany,2,Yes,No,No,No,No,0
42,2023-10-14,1.4,2.8,0.1,0.2,8.4,Yes,0,0,USA,2,Yes,No,No,No,No,0
48,2023-10-14,2.5,5.0,0.4,0.8,8.7,Yes,1,0,USA,2,Yes,No,No,No,No,0
52,2023-10-14,3.0,6.0,0.1,0.2,8.7,Yes,1,0,Germany,2,Yes,No,No,No,No,0
54,2023-10-14,1.2,2.4,0.1,0.2,8.6,Yes,1,0,Germany,2,Yes,No,No,No,No,0
140,2023-10-14,7.2,14.4,3.1,6.2,11.4,Yes,1,2,Russia,8,Yes,No,Yes,No,No,1
151,2023-10-14,1.2,2.4,0.2,0.4,8.9,Yes,0,0,Japan,2,Yes,No,No,No,No,0
182,2023-10-14,2.2,4.4,0.0,0.0,8.1,No,0,0,Japan,2,No,No,No,No,No,0
196,2023-10-14,2.0,4.0,0.1,0.2,8.1,Yes,0,0,Italy,2,Yes,No,No,No,No,0
9,2023-10-15,0.1,0.2,0.3,0.6,8.4,Yes,1,0,Israel,1,Yes,No,No,No,No,0
18,2023-10-15,1.8,3.6,0.4,0.8,8.5,Yes,1,0,USA,2,Yes,No,No,No,No,0
33,2023-10-15,0.6,1.2,0.2,0.4,8.6,Yes,1,0,Germany,2,No,No,No,No,No,0
36,2023-10-15,0.5,1.0,0.3,0.6,8.3,Yes,1,0,Japan,2,Yes,No,No,No,No,0
85,2023-10-15,0.3,0.6,0.0,0.0,8.2,No,1,0,Japan,2,Yes,No,No,No,No,0
86,2023-10-15,1.4,2.8,0.3,0.6,8.1,Yes,1,0,UK,2,Yes,No,Yes,No,No,0
103,2023-10-15,2.3,4.6,0.3,0.6,8.1,Yes,1,0,France,2,Yes,No,Yes,No,No,0
137,2023-10-15,2.3,4.6,0.4,0.8,8.8,Yes,0,0,Spain,2,Yes,No,No,No,No,0
137,2023-10-15,6.0,12.0,2.0,4.0,9.7,Yes,2,1,Iran,9,No,No,No,No,No,1
147,2023-10-15,0.5,1.0,0.2,0.4,8.6,Yes,1,0,Spain,2,Yes,No,No,No,No,0
176,2023-10-15,4.5,9.0,1.0,2.0,9.1,Yes,1,1,China,6,Yes,No,Yes,No,No,1
61,2023-10-16,1.8,3.6,0.1,0.2,8.8,Yes,1,0,Japan,2,Yes,No,Yes,No,No,0
61,2023-10-16,4.6,9.2,0.7,1.4,8.9,Yes,0,1,Russia,8,Yes,No,No,No,No,1
73,2023-10-16,0.3,0.6,0.1,0.2,8.4,Yes,1,0,UK,2,Yes,No,No,No,No,0
110,2023-10-16,0.9,1.8,0.4,0.8,8.7,Yes,1,0,UK,2,Yes,No,No,No,No,0
110,2023-10-16,0.7,1.4,0.4,0.8,8.8,Yes,0,0,France,2,Yes,No,No,No,No,0
112,2023-10-16,5.6,11.2,1.8,3.6,10.0,Yes,1,1,Iran,9,Yes,No,No,No,Yes,1
114,2023-10-16,0.4,0.8,0.1,0.2,8.7,Yes,1,0,Spain,2,Yes,No,No,No,No,0
118,2023-10-16,2.6,5.2,0.0,0.0,8.9,No,0,0,UK,2,Yes,No,Yes,No,No,0
137,2023-10-16,0.2,0.4,0.3,0.6,8.2,Yes,0,0,Japan,2,Yes,No,No,No,No,0
138,2023-10-16,1.4,2.8,0.2,0.4,8.8,Yes,0,0,Spain,2,Yes,No,Yes,No,No,0
152,2023-10-16,2.4,4.8,0.5,1.0,8.4,Yes,1,0,UK,2,Yes,No,Yes,No,No,0
166,2023-10-16,1.3,2.6,0.3,0.6,8.3,Yes,0,0,France,2,Yes,No,No,No,No,0
177,2023-10-16,1.1,2.2,0.1,0.2,8.4,Yes,1,0,Israel,1,No,No,No,No,No,0
14,2023-10-17,2.1,4.2,0.3,0.6,8.1,Yes,0,0,Italy,2,Yes,No,No,No,No,0
15,2023-10-17,1.8,3.6,0.0,0.0,8.8,No,0,0,France,2,Yes,No,No,No,No,0
32,2023-10-17,0.0,0.0,0.1,0.2,8.3,Yes,1,0,Israel,1,No,No,No,No,No,0
64,2023-10-17,0.9,1.8,0.3,0.6,8.3,Yes,1,0,Germany,2,Yes,No,No,No,No,0
69,2023-10-17,2.3,4.6,0.4,0.8,8.6,Yes,0,0,Italy,2,Yes,No,No,No,No,0
74,2023-10-17,0.2,0.4,0.1,0.2,8.0,Yes,1,0,Italy,2,Yes,No,No,No,No,0
101,2023-10-17,1.0,2.0,0.5,1.0,8.7,Yes,0,0,Israel,1,No,No,No,No,No,0
111,2023-10-17,0.8,1.6,0.0,0.0,8.2,No,0,0,Spain,2,Yes,No,No,No,No,0
113,2023-10-17,0.4,0.8,0.3,0.6,8.6,Yes,0,0,Spain,2,Yes,No,No,No,No,0
120,2023-10-17,0.1,0.2,0.1,0.2,8.1,Yes,1,0,Italy,2,Yes,No,No,No,No,0
121,2023-10-17,2.1,4.2,0.1,0.2,8.9,Yes,1,0,Japan,2,No,No,No,No,No,0
134,2023-10-17,0.1,0.2,0.3,0.6,8.5,Yes,0,0,USA,2,Yes,No,No,No,No,0
18,2023-10-18,0.7,1.4,0.5,1.0,8.5,Yes,0,0,Germany,2,No,No,No,No,No,0
45,2023-10-18,1.8,3.6,0.4,0.8,8.1,Yes,0,0,UK,2,Yes,No,No,No,No,0
132,2023-10-18,1.2,2.4,0.3,0.6,8.5,Yes,0,0,Germany,2,Yes,No,Yes,No,No,0
143,2023-10-18,1.5,3.0,0.3,0.6,8.7,Yes,0,0,Spain,2,Yes,No,No,No,No,0
144,2023-10-18,2.9,5.8,0.3,0.6,8.5,Yes,1,0,Germany,2,Yes,No,Yes,No,No,0
8,2023-10-19,4.5,9.0,0.7,1.4,9.0,Yes,1,1,Iran,9,Yes,Yes,No,No,No,1
16,2023-10-19,3.4,6.8,0.8,1.6,9.1,Yes,1,1,Russia,8,Yes,No,No,No,No,1
18,2023-10-19,2.7,5.4,0.2,0.4,9.0,Yes,0,0,Spain,2,Yes,No,No,No,No,0
26,2023-10-19,3.7,7.4,0.9,1.8,9.2,Yes,0,1,Iran,9,Yes,No,No,No,No,1
57,2023-10-19,6.0,12.0,1.7,3.4,10.2,Yes,1,0,Syria,9,Yes,No,No,No,No,1
63,2023-10-19,0.9,1.8,0.2,0.4,8.8,Yes,1,0,Germany,2,Yes,No,Yes,No,No,0
67,2023-10-19,1.2,2.4,0.2,0.4,8.3,Yes,0,0,Germany,2,Yes,No,No,No,No,0
79,2023-10-19,1.8,3.6,0.5,1.0,8.7,Yes,0,0,Spain,2,Yes,No,Yes,No,No,0
104,2023-10-19,1.4,2.8,0.1,0.2,8.2,Yes,1,0,Germany,2,Yes,No,No,No,No,0
111,2023-10-19,2.1,4.2,0.1,0.2,8.6,Yes,1,0,Israel,1,No,No,No,No,No,0
112,2023-10-19,2.8,5.6,0.4,0.8,8.8,Yes,0,0,Israel,1,No,No,No,No,No,0
122,2023-10-19,0.1,0.2,0.0,0.0,8.7,No,0,0,Italy,2,Yes,No,No,No,No,0
124,2023-10-19,1.2,2.4,0.2,0.4,8.6,Yes,0,0,France,2,Yes,No,No,No,No,0
135,2023-10-19,0.3,0.6,0.2,0.4,8.7,Yes,0,0,USA,2,Yes,No,No,No,No,0
146,2023-10-19,1.5,3.0,0.2,0.4,8.4,Yes,0,0,Japan,2,Yes,No,No,No,No,0
169,2023-10-19,2.3,4.6,0.4,0.8,8.9,Yes,0,0,UK,2,Yes,No,Yes,No,No,0
188,2023-10-19,1.4,2.8,0.4,0.8,8.4,Yes,0,0,UK,2,Yes,No,Yes,No,No,0
196,2023-10-19,0.7,1.4,0.4,0.8,8.1,Yes,0,0,UK,2,Yes,No,No,No,No,0
4,2023-10-20,1.2,2.4,0.2,0.4,8.9,Yes,0,0,Spain,2,Yes,No,Yes,No,No,0
6,2023-10-20,4.4,8.8,0.6,1.2,9.3,Yes,1,1,North Korea,10,Yes,Yes,No,No,No,1
7,2023-10-20,3.0,6.0,0.2,0.4,8.3,Yes,0,0,USA,2,Yes,No,No,No,No,0
64,2023-10-20,0.3,0.6,0.3,0.6,8.6,Yes,0,0,USA,2,Yes,No,Yes,No,No,0
67,2023-10-20,2.5,5.0,0.4,0.8,8.6,Yes,0,0,Japan,2,Yes,No,No,No,No,0
78,2023-10-20,0.5,1.0,0.1,0.2,8.0,Yes,1,0,Italy,2,Yes,No,No,No,No,0
104,2023-10-20,0.7,1.4,0.2,0.4,8.5,Yes,1,0,France,2,Yes,No,No,No,No,0
119,2023-10-20,1.0,2.0,0.5,1.0,8.1,Yes,1,0,UK,2,Yes,No,No,No,No,0
128,2023-10-20,0.5,1.0,0.4,0.8,8.8,Yes,0,0,Israel,1,No,No,No,No,No,0
160,2023-10-20,1.6,3.2,0.1,0.2,8.2,Yes,0,0,UK,2,Yes,No,Yes,No,No,0
160,2023-10-20,2.9,5.8,0.4,0.8,8.6,Yes,1,0,France,2,Yes,No,No,No,No,0
165,2023-10-20,0.9,1.8,0.0,0.0,8.5,No,1,0,Spain,2,Yes,No,No,No,No,0
174,2023-10-20,1.0,2.0,0.3,0.6,9.0,Yes,0,0,Italy,2,Yes,No,No,No,No,0
180,2023-10-20,2.5,5.0,0.1,0.2,8.9,Yes,1,0,Germany,2,Yes,No,No,No,No,0
3,2023-10-21,2.4,4.8,0.1,0.2,8.8,Yes,1,0,Israel,1,No,No,No,No,No,0
4,2023-10-21,6.5,13.0,1.3,2.6,10.0,Yes,1,0,Russia,8,No,No,No,No,No,1
19,2023-10-21,0.4,0.8,0.2,0.4,8.7,Yes,0,0,UK,2,Yes,No,Yes,No,No,0
50,2023-10-21,0.6,1.2,0.1,0.2,8.9,Yes,0,0,Italy,2,Yes,No,No,No,No,0
50,2023-10-21,2.4,4.8,0.4,0.8,8.4,Yes,0,0,USA,2,No,No,No,No,No,0
66,2023-10-21,2.6,5.2,0.2,0.4,8.2,Yes,0,0,Germany,2,Yes,No,Yes,No,No,0
88,2023-10-21,1.7,3.4,0.0,0.0,8.7,No,1,0,Japan,2,Yes,No,Yes,No,No,0
113,2023-10-21,1.2,2.4,0.5,1.0,8.0,Yes,0,0,Spain,2,Yes,No,No,No,No,0
119,2023-10-21,1.4,2.8,0.1,0.2,9.0,Yes,0,0,Italy,2,Yes,No,No,No,No,0
133,2023-10-21,3.0,6.0,0.0,0.0,8.8,No,0,0,France,2,Yes,No,No,No,No,0
142,2023-10-21,0.4,0.8,0.5,1.0,8.0,Yes,1,0,Italy,2,Yes,No,No,No,No,0
157,2023-10-21,1.4,2.8,0.1,0.2,8.5,Yes,0,0,UK,2,Yes,No,No,No,No,0
158,2023-10-21,6.7,13.4,1.0,2.0,10.3,Yes,1,0,Ukraine,7,Yes,No,Yes,Yes,No,1
162,2023-10-21,1.9,3.8,0.4,0.8,8.5,Yes,1,0,France,2,Yes,No,No,No,No,0
164,2023-10-21,1.3,2.6,0.4,0.8,8.8,Yes,0,0,Italy,2,Yes,No,No,No,No,0
168,2023-10-21,1.8,3.6,0.5,1.0,8.4,Yes,0,0,France,2,No,No,No,No,No,0
171,2023-10-21,0.6,1.2,0.3,0.6,8.8,Yes,1,0,Spain,2,Yes,No,No,No,No,0
18,2023-10-22,2.0,4.0,0.3,0.6,8.8,Yes,1,0,Spain,2,Yes,No,No,No,No,0
22,2023-10-22,2.6,5.2,0.5,1.0,8.7,Yes,1,0,Japan,2,Yes,No,No,No,No,0
30,2023-10-22,1.1,2.2,0.4,0.8,8.5,Yes,1,0,Germany,2,No,No,No,No,No,0
48,2023-10-22,2.0,4.0,0.4,0.8,8.6,Yes,0,0,Israel,1,No,No,No,No,No,0
75,2023-10-22,0.7,1.4,0.4,0.8,8.3,Yes,0,0,UK,2,Yes,No,No,No,No,0
79,2023-10-22,2.4,4.8,0.1,0.2,8.6,Yes,0,0,Italy,2,Yes,No,Yes,No,No,0
106,2023-10-22,3.0,6.0,0.4,0.8,9.0,Yes,1,0,France,2,Yes,No,No,No,No,0
137,2023-10-22,0.4,0.8,0.4,0.8,8.9,Yes,1,0,Spain,2,Yes,No,No,No,No,0
142,2023-10-22,6.1,12.2,1.8,3.6,10.1,Yes,1,1,Russia,8,Yes,No,No,Yes,Yes,1
148,2023-10-22,0.1,0.2,0.2,0.4,8.9,Yes,1,0,Israel,1,No,No,No,No,No,0
150,2023-10-22,2.0,4.0,0.4,0.8,8.4,Yes,0,0,Israel,1,No,No,No,No,No,0
155,2023-10-22,2.2,4.4,0.3,0.6,9.0,Yes,1,0,USA,2,Yes,No,No,No,No,0
162,2023-10-22,1.5,3.0,0.2,0.4,8.8,Yes,0,0,Italy,2,Yes,No,No,No,No,0
170,2023-10-22,0.4,0.8,0.1,0.2,8.3,Yes,1,0,UK,2,Yes,No,Yes,No,No,0
174,2023-10-22,1.6,3.2,0.1,0.2,8.4,Yes,0,0,France,2,Yes,No,No,No,No,0
177,2023-10-22,0.8,1.6,0.2,0.4,8.4,Yes,0,0,Spain,2,Yes,No,No,No,No,0
198,2023-10-22,0.0,0.0,0.4,0.8,8.9,Yes,1,0,Israel,1,No,No,No,No,No,0
199,2023-10-22,2.7,5.4,0.2,0.4,8.7,Yes,0,0,Spain,2,Yes,No,No,No,No,0
34,2023-10-23,1.7,3.4,0.2,0.4,8.5,Yes,0,0,Israel,1,No,No,No,No,No,0
68,2023-10-23,1.2,2.4,0.1,0.2,8.6,Yes,1,0,Israel,1,No,No,No,No,No,0
69,2023-10-23,4.0,8.0,0.8,1.6,9.0,Yes,0,1,Ukraine,7,Yes,No,Yes,No,No,1
78,2023-10-23,0.4,0.8,0.1,0.2,8.9,Yes,1,0,Germany,2,Yes,No,No,No,No,0
119,2023-10-23,1.5,3.0,0.3,0.6,8.9,Yes,0,0,France,2,Yes,No,Yes,No,No,0
126,2023-10-23,1.1,2.2,0.3,0.6,8.3,Yes,0,0,Italy,2,Yes,No,Yes,No,No,0
142,2023-10-23,2.7,5.4,0.4,0.8,8.7,Yes,1,0,Israel,1,No,No,No,No,No,0
150,2023-10-23,4.3,8.6,0.8,1.6,9.0,Yes,0,0,Syria,9,Yes,No,No,No,No,1
164,2023-10-23,2.6,5.2,0.4,0.8,8.9,Yes,1,0,USA,2,Yes,No,No,No,No,0
179,2023-10-23,1.2,2.4,0.2,0.4,8.6,Yes,0,0,Germany,2,Yes,No,No,No,No,0
198,2023-10-23,1.9,3.8,0.5,1.0,8.8,Yes,0,0,Italy,2,Yes,No,No,No,No,0
24,2023-10-24,3.7,7.4,0.6,1.2,9.2,Yes,0,1,China,6,Yes,Yes,No,No,Yes,1
28,2023-10-24,4.4,8.8,0.6,1.2,9.2,Yes,1,0,Ukraine,7,Yes,No,No,Yes,No,1
29,2023-10-24,0.6,1.2,0.2,0.4,8.7,Yes,0,0,Italy,2,Yes,No,Yes,No,No,0
52,2023-10-24,1.9,3.8,0.5,1.0,9.0,Yes,0,0,Spain,2,Yes,No,No,No,No,0
66,2023-10-24,4.2,8.4,0.8,1.6,9.4,Yes,1,1,China,6,Yes,No,No,No,No,1
96,2023-10-24,0.4,0.8,0.3,0.6,8.2,Yes,1,0,Spain,2,Yes,No,No,No,No,0
105,2023-10-24,2.0,4.0,0.1,0.2,9.0,Yes,0,0,France,2,Yes,No,No,No,No,0
